game_id,play_id,n_defenders,num_frames_output,corridor_len,dacs_mean,dacs_max,dacs_final,peak_collapse_rate,time_to_50pct,top_contributor_nfl_id,top_contributor_ps_pct,ce_mean_norm,ce_final_norm
2023090700,101,5,21,39.85340591416441,0.0,0.0,0.0,0.0,,52546,0.0,0.0,0.0
2023090700,194,7,9,12.17999951692807,1.5555555555555556,12.0,0.0,100.0,,55910,0.0,-1.14209784051421e-13,0.0
2023090700,219,7,8,14.537968502564004,0.0,0.0,0.0,0.0,,53953,0.0,0.0,0.0
2023090700,361,6,16,21.122256565546813,0.0,0.0,0.0,0.0,,46137,0.0,0.0,0.0
2023090700,436,6,7,10.027545632474256,0.0,0.0,0.0,0.0,,46137,0.0,0.0,0.0
2023090700,461,7,10,15.955100558733072,0.4,2.0,0.0,20.0,,46137,0.0,-1.0278880564627891e-13,0.0
2023090700,530,7,8,16.65505786792187,0.0,0.0,0.0,0.0,,52546,0.0,0.0,0.0
2023090700,621,7,7,8.499704484729564,0.0,0.0,0.0,0.0,,46137,0.0,0.0,0.0
2023090700,713,7,8,16.73054898178988,0.0,0.0,0.0,0.0,,53953,0.0,0.0,0.0
2023090700,736,6,15,25.33929903794252,2.1333333333333333,20.0,0.0,200.0,,44906,0.0,-1.1163204858213586e-13,0.0
2023090700,877,6,10,14.554309360919138,17.8,78.0,0.0,460.0,0.5,47888,0.0,-2.7908012145533966e-13,0.0
2023090700,902,7,7,11.129896512546168,0.0,0.0,0.0,0.0,,54562,0.0,0.0,0.0
2023090700,1001,7,12,15.628499853173853,0.3333333333333333,4.0,0.0,40.0,,53953,0.0,-4.282866901928288e-14,0.0
2023090700,1069,7,6,4.478895233358257,0.0,0.0,0.0,0.0,,54568,0.0,0.0,0.0
2023090700,1154,7,12,21.226226186313518,2.3333333333333335,16.0,0.0,120.0,,46137,0.0,-8.565733803856575e-14,0.0
2023090700,1201,6,7,8.498058403963585,0.0,0.0,0.0,0.0,,52585,0.0,0.0,0.0
2023090700,1300,6,7,10.06237490249057,0.0,0.0,0.0,0.0,,53487,0.0,0.0,0.0
2023090700,1422,6,22,30.639039817838707,0.0,0.0,0.0,0.0,,47888,0.0,0.0,0.0
2023090700,1494,6,12,18.7941619419769,0.16666666666666666,2.0,0.0,20.0,,54527,0.0,-4.651335357588994e-14,0.0
2023090700,1563,7,7,17.028872781177093,0.0,0.0,0.0,0.0,,44888,0.0,0.0,0.0
2023090700,1588,7,23,41.28665836019187,0.0,0.0,0.0,0.0,,54562,0.0,0.0,0.0
2023090700,1618,7,7,11.406638079064813,0.0,0.0,0.0,0.0,,55910,0.0,0.0,0.0
2023090700,1679,7,18,35.869656736902954,0.0,0.0,0.0,0.0,,47888,0.0,0.0,0.0
2023090700,1711,7,19,33.78051737214166,0.0,0.0,0.0,0.0,,47888,0.0,0.0,0.0
2023090700,1741,7,7,10.241455463478438,11.428571428571429,64.0,64.0,480.0,0.7000000000000001,55910,64.0,-1.4684115092325558e-13,-5.139440282313945e-13
2023090700,1812,7,7,12.018024765677362,0.0,0.0,0.0,0.0,,46137,0.0,0.0,0.0
2023090700,1837,7,7,11.11824398306427,0.0,0.0,0.0,0.0,,54486,0.0,0.0,0.0
2023090700,1869,8,7,11.551795573854992,0.0,0.0,0.0,0.0,,53487,0.0,0.0,0.0
2023090700,1940,7,14,29.537410052890944,0.0,0.0,0.0,0.0,,52546,0.0,0.0,0.0
2023090700,2118,7,8,14.087169937530243,0.0,0.0,0.0,0.0,,47888,0.0,0.0,0.0
2023090700,2141,7,8,12.607430497705037,0.0,0.0,0.0,0.0,,55910,0.0,0.0,0.0
2023090700,2186,7,7,8.921937873618464,3.4285714285714284,14.000000000000002,10.0,140.0,,52546,10.0,-1.4684115092325558e-13,-5.139440282313945e-13
2023090700,2261,7,8,10.46619548413836,0.0,0.0,0.0,0.0,,54486,0.0,0.0,0.0
2023090700,2306,7,10,18.002235790575195,2.2,18.0,4.0,180.0,,47888,4.0,-1.0278880564627891e-13,-5.139440282313945e-13
2023090700,2364,7,7,8.716610189473247,0.0,0.0,0.0,0.0,,54653,0.0,0.0,0.0
2023090700,2435,7,13,15.980651528653445,0.0,0.0,0.0,0.0,,53953,0.0,0.0,0.0
2023090700,2487,7,20,36.723373410866984,0.0,0.0,0.0,0.0,,47888,0.0,0.0,0.0
2023090700,2510,7,8,16.964256213123456,0.0,0.0,0.0,0.0,,55910,0.0,0.0,0.0
2023090700,2613,5,12,20.425407088062983,3.8333333333333335,22.0,0.0,200.0,,54527,0.0,-2.0713005719893742e-13,0.0
2023090700,2638,6,8,15.950887847053998,5.0,40.0,40.0,400.0,,54527,40.0,-6.977003036383491e-14,-5.581602429106793e-13
2023090700,2825,7,9,5.4232192094261435,0.0,0.0,0.0,0.0,,44906,0.0,0.0,0.0
2023090700,2906,7,7,19.57290211333228,0.0,0.0,0.0,0.0,,44906,0.0,0.0,0.0
2023090700,2936,7,6,10.606662770241154,0.3333333333333333,2.0,2.0,20.0,,47888,2.0,-8.565733803856575e-14,-5.139440282313945e-13
2023090700,2959,7,6,7.201280713029532,0.0,0.0,0.0,0.0,,54653,0.0,0.0,0.0
2023090700,3032,6,9,18.26912583379397,0.0,0.0,0.0,0.0,,46137,0.0,0.0,0.0
2023090700,3089,7,11,20.52930311975571,0.0,0.0,0.0,0.0,,54527,0.0,0.0,0.0
2023090700,3114,7,8,12.561088426923714,0.75,6.0,0.0,60.0,,52546,0.0,-6.424300352892432e-14,0.0
2023090700,3185,7,7,7.87048339079656,0.0,0.0,0.0,0.0,,44906,0.0,0.0,0.0
2023090700,3233,7,10,16.948111047943943,0.0,0.0,0.0,0.0,,53953,0.0,0.0,0.0
